title,genre,release_date,cast,directors,genres,movie_tone,plot
The Fable,Drama,2024-02-16,"['Katsuhisa Minami', 'Mayumi Morita', 'Raam Reddy']",['Raam Reddy'],['Drama'],"['thought-provoking', 'serious', 'neutral']","Spring 1989. High up in the Indian Himalayas, where even the birds fly low to avoid getting lost in the clouds, the soft-spoken Dev owns a sprawling estate of several orchards and lives in a colonial-style house with his family. He spends a lot of his time building human-sized wings which he puts on to take a quick morning flight over his land. One day, while walking through the estate, he discovers a single burnt apple tree. A few days later, more trees are burnt. Dev and his manager monitor the workers on the plantations and this leads to unrest. A group of nomads comes under suspicion and a corrupt police officer gets involved, while loyal men camp out in the orchards to keep a vigilant watch at night. Despite all these measures, a massive fire breaks out a week later and engulfs an entire mountainside of trees. In his search for the culprit, Dev resorts to armed violence. The slow burning of the orchards forces him to face the truth about himself and his family."
In the Belly of a Tiger,"Drama, Horror",2024-02-18,"['Amanda Mooney', 'Jatla Siddartha']",['Jatla Siddartha'],"['Drama', 'Horror']","['scary', 'serious', 'futuristic']","Bhagole and Prabhata, landless farmers, try in vain to find work in the city but return home to a village in disarray following the tiger-induced death of a local farmer. The dispute over compensation becomes heated, fueled by suicide suspicions. Rejected for work from the local brick factory, the elderly couple relies on their son, Saharsh, who secures a job with the daunting task of producing 1,000 bricks daily for the ends to meet. Amidst struggles, occasional moments of beauty offer solace, including a village play depicting Lord Vishnu's arrival, a signal of hope. After an incident at the Brick Factory threatens the family’s survival, Bhagole, driven by desperation, decides to sacrifice himself to secure his family's future. Prabhata, unwavering, joins him, and the forest, which holds 40 years of shared memories, transforms into a surreal stage for their poignant final night together."
Dear Sahithya,"Documentary, Short",2024-02-20,"['Sahithya', 'Abarna Sethuraman', 'Chinmay Bane']",['Leo Paapam'],"['Documentary', 'Short']","['neutral', 'adventurous']","A filmic letter directed by Leo Paapam, addressing their friend Sahithya's experience with a double incision mastectomy. Leo captures this pivotal moment in Sahithya's life, documenting their journey towards acceptance as a trans nonbinary individual in a suburban middle-class world. The film unfolds as a collage of intimate and honest scenes, offering a glimpse into Sahithya's process of embracing their identity and celebrating their existence."
Political War,Drama,2024-02-23,"['Mukesh Modi', 'Manoj Pandey']","['Mukesh Modi', 'Vivek Srivastava']",['Drama'],"['neutral', 'serious', 'emotional']","Set against the backdrop of an election, corrupt politicians stir up religious conflicts in this Hindi language drama."
Article 370,"Drama, Action, Thriller",2024-02-23,"['Aditya Dhar', 'Monal Thaakar', 'Aarsh Vora']",['Aditya Suhas Jambhale'],"['Drama', 'Action', 'Thriller']","['tense', 'serious', 'dark']","Ahead of a major constitutional decision which rendered the Article 370 of the Indian state ineffective, special agent Zooni Haksar is tasked with a secret mission to quell violence in a conflict-ridden region."
Bombay,"Crime, Drama, Thriller",2024-02-23,['Sanjay Niranjan'],['Sanjay Niranjan'],"['Crime', 'Drama', 'Thriller']","['serious', 'tense', 'suspenseful']","Ulas Mhatre, an underworld don operates activities with his trusted members Nana, Tatya, and Sherry. Things changes when Tatya goes missing with no evidence."
Crakk: Jeetega... Toh Jiyegaa,"Action, Thriller",2024-02-23,"['Aditya Datt', 'Rehan Khan', 'Sarim Momin']",['Aditya Datt'],"['Action', 'Thriller']","['adventurous', 'tense', 'dark']",It follows the journey of a man from the slums of Mumbai to the world of extreme underground sports.
Qaid – No Wayyy Out,Thriller,2024-02-23,['Sonia w Kohli'],['Sonia w Kohli'],['Thriller'],"['suspenseful', 'neutral', 'tense']",Jigar moves to London to live his life on his terms but destiny leads him into a trap with no way out.
Kaagaz 2,Drama,2024-03-01,"['Suman Ankur', 'Khandelwal Shashank']","['V.K. Prakash', 'Jay Dev Banerjee']",['Drama'],"['neutral', 'serious', 'emotional']","When his daughter's life is compromised because of delay due to rallies and protests while getting her to the hospital, a man calls upon to resist this system and recall its fundamental rights in front of the court and the rest of the country."
Dange,"Action, Drama, Thriller",2024-03-01,"['Neil Julian Balthazar', 'Mithila Hegde', 'Bejoy Nambiar']",['Bejoy Nambiar'],"['Action', 'Drama', 'Thriller']","['serious', 'tense', 'dark']",Former friends Xavier and Yuva meet again in college as adversaries when their respective cohorts come to blows during their annual cultural festival.
Angithee 3,Romance,2024-03-07,"['Akshitaa Agnihotri', 'Fezan Khan', 'Gulfam Khan']",['Satish Bhat'],['Romance'],"['neutral', 'uplifting', 'heartwarming']","Kunal and Riwa's lives crumble after a tragic accident, leaving Kunal paralyzed. Both feeling helpless and distant, seek solace elsewhere, raising the question: can helplessness justify betrayal in a relationship?"
Shaitaan,"Thriller, Horror",2024-03-08,"['Aamil Keeyan Khan', 'Krishnadev Yagnik']",['Vikas Bahl'],"['Thriller', 'Horror']","['scary', 'tense', 'suspenseful']","Kabir and his family's fun weekend retreat takes terrifying turn when an intruder takes over the control of the  body of his teenage daughter, putting her at the mercy of his increasingly sinister orders."
Gin Ke Dus,Thriller,2024-03-15,"['Amjad Ali', 'Sareesh Sudhakaran']",['Sareesh Sudhakaran'],['Thriller'],"['suspenseful', 'neutral', 'tense']","On India's 1991 election day, a killer hunts down ten meddlesome people threatening to untangle a web of deceitful secrets about twin sisters."
Bastar: The Naxal Story,"Action, Crime, Drama, War",2024-03-15,"['Amarnath Jha', 'Sudipto Sen', 'Vipul Amrutlal Shah']","['Sudipto Sen', 'Vipul Amrutlal Shah']","['Action', 'Crime', 'Drama', 'War']","['tense', 'serious', 'dark']","Based on the Naxalite–Maoist insurgency in the Bastar district of Chhattisgarh, an army officer leads a mission to eradicate a group of Maoist separatist insurgents responsible for the massacre of a military troop."
Murder Mubarak,"Comedy, Crime, Thriller",2024-03-15,"['Anuja Chauhan', 'Gazal Dhaliwal', 'Suprotim Sengupta']",['Homi Adajania'],"['Comedy', 'Crime', 'Thriller']","['tense', 'suspenseful', 'neutral']","When a gym trainer is murdered at an elite Delhi club, a wily investigator unravels the sordid secrets of its ultrarich members to find the killer."
Yodha,"Action, Adventure, Thriller",2024-03-15,['Sagar Ambre'],"['Sagar Ambre', 'Pushkar Ojha']","['Action', 'Adventure', 'Thriller']","['tense', 'dark', 'neutral']","Suraj Singh is addicted to drugs and as a result witnessed his girlfriend being raped in front of his eyes with him being helpless, from here on he vows to put an end to all drug dealers and started to work as a hit man for an underworld don, Daaga also known as Justice Dharmesh Agnihotri. He also meets and make enemy with a lawyer, Karan Srivastav, who is looking for the murderer of his father, journalist Chandrakant. As time proceeds, Suraj and Karan would frequently get into brawls in front of the society to the extent that each of them will now do anything to kill the other. Unknown to both that one person is responsible for there lives being upside down and he is under the veil of respectability - non other than Justice Dharmesh Agnihotri alias Dagga."
Yodha,"Action, Adventure, Thriller",2024-03-15,['Sagar Ambre'],"['Sagar Ambre', 'Pushkar Ojha']","['Action', 'Adventure', 'Thriller']","['tense', 'dark', 'neutral']","When terrorists hijack a passenger plane, a suspended commando onboard under mysterious circumstances, crafts a plan to thwart the hijackers and safeguard the passengers' survival despite the engine's failure."
Ahmiyat,Drama,2024-03-21,['Kamlesh Patidar'],['Himanshu Shrivastav'],['Drama'],"['neutral', 'serious', 'emotional']","Ahmiyat is an Indian film directed by Himanshu Shrivastav and written/produced by Kamlesh Patidar. The movie stars Lata Sabarwal, Kamlesh Patidar, Shaurya Saxena, Himanshu Shrivastava, and others. It intricately explores the complexities of human connections and the profound impact of choices, resonating deeply with audiences through compelling storytelling and heartfelt performances."
Ae Watan Mere Watan,"Drama, Thriller, History",2024-03-21,"['Darab Farooqui', 'Kannan Iyer']",['Kannan Iyer'],"['Drama', 'Thriller', 'History']","['serious', 'tense', 'suspenseful']","In the midst of India's struggle for freedom in 1942, a brave young girl starts an underground radio station to spread the message of unity, setting off a thrilling chase with the British authorities during the Quit India movement."
Two Zero One Four,"Action, Thriller",2024-03-22,['Shravan Tiwari'],['Shravan Tiwari'],"['Action', 'Thriller']","['tense', 'dark', 'suspenseful']","Captain Khanna is a former army officer, who has worked extensively in the army and then with various intelligence agencies, and he was an active spy for many years now he is into retirement age, but looking at his experience and international network among other intelligence agencies like CIA, KGB he is continued in service and governments keeps on giving him, extension and they also seek his help in complex tasks. Ahmedabad police nabs a Pakistani terrorist - Firoz Masani, he was caught roaming on the streets of Ahmedabad by local police, Firoz Masani was one of the most wanted terrorists globally, this was such a breakthrough that Capt Khanna was asked to take him into custody and interrogate further. In the course of the interrogation Capt Khanna learns about a bigger conspiracy involving Indian and Foreign secret agents."
Madgaon Express,"Comedy, Drama",2024-03-22,['Kunal Kemmu'],['Kunal Kemmu'],"['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']",Three childhood friends embark on a trip to Goa that goes completely off-track when they wake up in their hotel room to find a cache of cocaine belonging to a don.
Swatantrya Veer Savarkar,"History, Drama",2024-03-22,"['Randeep Hooda', 'Utkarsh Naithani']",['Randeep Hooda'],"['History', 'Drama']","['adventurous', 'serious', 'neutral']","From his years as a student in England to his return to India and his involvement in the Indian independence struggle, the journey of freedom fighter and reformer Vinayak Damodar Savarkar, better known as Veer Savarkar."
No Means No,"Romance, Drama, Thriller",2024-03-22,['Vikash Verma'],['Vikash Verma'],"['Romance', 'Drama', 'Thriller']","['serious', 'tense', 'suspenseful']","No Means No is a cross-genre action-packed, teenage musical love story, a courtroom drama that's more like the thrill of a roller-coaster ride as each twist and turn begins to unravel to reach a conclusion that calls out for justice."
Phool Dei,Animation,2024-03-27,['Kartik Mahajan'],['Kartik Mahajan'],['Animation'],"['neutral', 'adventurous']",A story about a festival of flowers that celebrates the culture of the Himalayas of India. Seen from the perspective of a small girl as she goes on a magical journey to collect flowers before her village turns into a ghost village.
Bengal 1947,Drama,2024-03-29,['Akashaditya Lama'],['Akashaditya Lama'],['Drama'],"['neutral', 'serious', 'emotional']","Explores the partition of India in 1947, focusing specifically on the impact on Bengal."
Woh Bhi Din The,"Comedy, Drama",2024-03-29,"['Sajid Ali', 'Saurabh Swamy']",['Sajid Ali'],"['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']","Rahul Sinha, a famous photojournalist, returns to his alma mater as a guest speaker and takes a nostalgic trip down memory lane to relive his carefree school days and the moment he first fell in love."
Patna Shuklla,Drama,2024-03-29,"['Sameer Arora', 'Vivek Budakoti']","['Vivek Budakoti', 'Rajendra Tiwari']",['Drama'],"['neutral', 'serious', 'emotional']","When a helpless student has nowhere to turn to except a housewife who's also a small-time lawyer, what they uncover is a quagmire of an educational scam."
Mahadev Ka Gorakhpur,"Action, Thriller",2024-03-29,['Ampady K'],['Rajesh Nair'],"['Action', 'Thriller']","['tense', 'dark', 'suspenseful']","Mahadev Ka Gorakhpur'The biggest films of Bhojpuri industry's  this is the biggest film of Bhojpuri which will be released in five languages.  Bhojpuri, Tamil, Kannada, Hindi and Telugu. film star Ravi Kishan is in the lead role in this film."
Crew,"Comedy, Drama",2024-03-29,"['Nidhi Mehra', 'Mehul Suri']",['Rajesh A Krishnan'],"['Comedy', 'Drama']","['adventurous', 'serious', 'neutral']",Three ordinary air hostesses from Mumbai embark on a journey to pursue their dreams but find themselves caught up in unexpected misfortunes.
IRaH,Thriller,2024-04-04,"['Sam Bhattacharjee', 'Sara Bodinar', 'Sudhanshu Dube']",['Sam Bhattacharjee'],['Thriller'],"['suspenseful', 'neutral', 'tense']","Everybody wants a piece of Hari Singh and his revolutionary new app: the IRAH 5.10. Sadly, this extends to kidnappers, Police, Cyber Security Agencies and international hackers."
Ek Kori Prem Katha,Drama,2024-04-05,"['Nishant Bhardwaj', 'Arvind Chaudhary', 'Gayatri Manish']",['Chinmay Purohit'],['Drama'],"['serious', 'neutral', 'uplifting']","Sabhyata, who falls in love with the village pradhaan's son, must decide how she will fight the ceremonial ritual of Kori in order to have a happy and respectful married life."
Dukaan,Drama,2024-04-05,"['Siddharth Singh', 'Garima Wahal']","['Siddharth Singh', 'Garima Wahal']",['Drama'],"['neutral', 'serious', 'emotional']","A girl who becomes a surrogate mother, becoming the relief for couples with issues."
