title,is the movie primarily a love story or romance?,does the plot revolve around family dynamics or drama?,is there a significant element of friendship in the movie?,is the movie set in a rural village?,is there a major focus on social or political issues?,does the movie feature a strong female lead character?,is the protagonist seeking revenge as part of the story?,is there a supernatural or fantasy element in the plot?,is the movie set during a historical period?,does the plot involve a wedding or marriage as a central theme?,is there a significant action or crime-related element in the movie?,is the movie a biopic or based on true events?,does the film involve a journey or travel as part of the story?,is the movie known for its music or significant song sequences?,does the movie take place in a metropolitan city or urban setting?,"is the movie either drama, adventure, or music?","is the movie either romance, mystery, or history?","is the movie either action, horror, or documentary?","is the movie either comedy, family, or fantasy?",is the movie released in the 2010s or 1990s?,"is the movie released in the 2020s, 2000s, or 1980s?","is the movie released in the 1970s, 1960s, 1950s, 1940s, 1930s, or 1920s?","does the movie feature any of these actors: mithun chakraborty, akshay kumar, ajay devgn, govinda, or jackie shroff?","is one of these actors in the movie: mithun chakraborty, amitabh bachchan, sanjay dutt, jeetendra, or raj babbar?","does the cast include any of these actors: ashok kumar, dev anand, raj kapoor, vyjayanthimala, or meena kumari?",Does the title start with a vowel?,Does the title contain multiple words?,Is the title in English?,Does the title have more than 10 characters?,"Is the movie directed by David Dhawan, Mahesh Bhatt, Ram Gopal Varma, Vikram Bhatt, or Priyadarshan?","Is the movie directed by Rama Rao Tatineni, K. Bapaiah, Ram Gopal Varma, Vikram Bhatt, or David Dhawan?","Is the movie directed by Shantaram Rajaram Vankudre, Mehboob Khan, Hrishikesh Mukherjee, Bimal Roy, or Adoor Gopalakrishnan?"
Miles of Sand,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Ouch,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No
Kaagaz Ki Kashti,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Autohead,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Ae Dil Hai Mushkil,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
Shivaay,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
Mahayoddha Rama,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
CRD,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
The Guest,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Ishq Junoon,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
Dongri Ka Raja,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Rock On 2,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Tum Bin 2,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Force 2,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Dear Zindagi,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
The Last Tale of Kayenaat,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Saansein: The Last Breath,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Moh Maya Money,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Chutney,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Kahaani 2,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
30 Minutes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
Befikre,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Gang of Littles,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Wajah Tum Ho,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Shor Se Shuruaat,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Dangal,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Dastaan-E-Rafi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
Soliloquy,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Kumbh,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Poorna,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Pihu,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Ok Jaanu,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
Ashley,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Coffee with D,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Kaabil,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Raees,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
The Fish Curry,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Alif,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No
Disco Obu,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
Bewajah,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Aaba,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Jolly LLB 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No
Hind Ka Napak Ko Jawab: MSG Lion Heart 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
"U, Me Aur Ghar",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
Kheer,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Typecaste,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Running Shaadi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Irada,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Mona Darling,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Wedding Anniversary,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Rangoon,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Hasmukh Saab ki Wasihat,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Commando 2 - The Black Money Trail,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Luv Shuv Pyar Vyar,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Dwaraka,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Jeena Isi Ka Naam Hai,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Badrinath Ki Dulhania,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Opportunity,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No
Khamosh Adalat Jaari Hai,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
White Shirt,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Machine,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Trapped,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Mantra,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Bhanwarey,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Anaarkali of Aarah,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
Phillauri,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Baaki Itihaas,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Bhangarh: The Last Episode,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Khujli,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Naam Shabana,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No
Bumbai Bird,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Mirza Juuliet,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Laali Ki Shaadi Mein Laaddoo Deewana,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Blue Mountains,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Mumbai Varanasi Express,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
"Let's Talk About ""It""",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Saanjh,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Begum Jaan,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No
Sonata,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Ajab Singh ki Gazab Kahani,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
Maatr,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Noor,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Contract Killer The beginning,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Junko,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Kali-Bari,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Ballavpur Ki Roopkatha,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Afternoon Clouds,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
Mantostaan,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Meri Pyaari Bindu,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Sarkar 3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
Nirahua Hindustani 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Thodi Thodi Si Manmaaniyan,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
The Big Fat City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Boichek,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Half Girlfriend,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Biswa Kalyan Rath : Biswa Mast Aadmi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Dobaara: See Your Evil,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Hindi Medium,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bhamashah,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Muzaffarnagar 2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Islamic Exorcist,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
Sargoshiyan,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
Sachin: A Billion Dreams,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Mirror Game,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Hanuman Da Damdaar,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Dear Maya,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Sweetiee Weds NRI,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Behen Hogi Teri,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Flat 211,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Yeh Ballet,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Raabta,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Love You Family,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
The Wishing Tree,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Unarranged,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No
Aithe 2.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
Ram Ratan,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Guy in the Sky,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Daak Ghar,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
Phullu,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
G Kutta Se,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Bank Chor,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Tubelight,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Jattu Engineer,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Ek Haseena Thi Ek Deewana Tha,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
Pashi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Guest iin London,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Mom,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Zakir Khan: Haq Se Single,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Seher,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Mirzaa,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Night,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Jagga Jasoos,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Munna Michael,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Lipstick Under My Burkha,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Raag Desh,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
Baaraat Company,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Mubarakan,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Indu Sarkar,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
Murakh The Idiot,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Jab Harry Met Sejal,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Gurgaon,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
The Song of Scorpions,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Mum,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Toilet: A Love Story,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No
Bareilly Ki Barfi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Dilwala,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Shreelancer,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
Carbon: A Story of Tomorrow,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Muskurahatein,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
Sniff!!!,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Qaidi Band,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
A Gentleman,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
Babumoshai Bandookbaaz,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Shubh Mangal Saavdhan,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Jihad,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
The Hungry,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Baadshaho,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
The Rally,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Mr. Kabaadi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
